GeneID	RNASeq_rdr6ddm1	RNASeq_RDR6ddm1	Riboseq_rdr6ddm1	Riboseq_RDR6ddm1	Type
AT5G17430	0	0	0	0.0314365	Gene
AT5G17440	11.823672	12.733529	4.26477	3.30832	Gene
AT5G17450	15.633745	7.187084	2.01342	0.701356	Gene
AT5G17460	1.024627	0.949274	0.85931	0.578546	Gene
AT5G17470	0	0	0	0	Gene
AT5G17480	0	0	0	0	Gene
AT5G17490	0.617643	0.555033	0.816297	0.942565	Gene
AT5G17500	0	0	0	0	Gene
AT5G17510	13.17841	13.157047	2.67852	2.78971	Gene
AT5G17520	18.267147	13.221704	8.64038	6.29326	Gene
AT5G17523	4.546918	2.814419	0	0	Gene
AT5G17530	12.797678	13.209201	10.9496	12.7907	Gene
AT5G17540	0.050767	0.024681	0	0	Gene
AT5G17550	31.751417	28.209343	14.8711	8.11357	Gene
AT5G17560	75.33403	81.708588	42.2887	24.5501	Gene
AT5G17570	6.618324	4.737685	1.28795	0.676517	Gene
AT5G17580	3.13858	3.103854	0	0	Gene
AT5G17590	0.1593	0.269111	0	0	Gene
AT5G17600	15.478674	11.076779	6.16429	2.27326	Gene
AT5G17610	20.655777	18.249374	6.82663	3.98857	Gene
AT5G17620	3.428171	3.924109	2.56741	2.86573	Gene
AT5G17630	22.823099	24.246553	26.4248	27.6763	Gene
AT5G17640	5.481588	4.578308	1.18784	1.00008	Gene
AT5G17650	13.346455	11.238449	1.09609	0.555179	Gene
AT5G17660	9.64324	10.219068	6.87679	6.12471	Gene
AT5G17670	54.196556	57.008743	10.8519	7.49073	Gene
AT5G17680	0.130537	0.074936	0.0900882	0.185642	Gene
AT5G17690	6.068299	6.275675	1.54923	2.17793	Gene
AT5G17700	10.175041	8.147074	8.63898	7.78055	Gene
AT5G17710	41.942543	58.558651	44.5158	58.4593	Gene
AT5G17720	0	0	0	0	Gene
AT5G17725	0	0	0	0	Transposon
AT5G17730	0	0	0	0	Gene
AT5G17740	0	0	0	0	Gene
AT5G17750	0	0	0	0	Gene
AT5G17760	8.774769	7.671884	7.6052	3.76721	Gene
AT5G17770	43.947872	45.162548	70.494	58.6158	Gene
AT5G17780	2.807627	2.99321	0.96268	0.383678	Gene
AT5G17790	6.874847	7.386566	6.24759	7.07607	Gene
AT5G17795	0	0	0	0	Gene
AT5G17800	0.03575	0.11395	0.234449	0.628056	Gene
AT5G17810	0	0	0.314237	0.100214	Gene
AT5G17820	0	0	0	0	Gene
AT5G17830	0.028199	0.112652	0.0535987	0.307679	Gene
AT5G17840	18.016079	19.122231	26.4847	28.2409	Gene
AT5G17847	0	0.070269	0	0	Gene
AT5G17850	0.992619	0.649376	1.22561	0.4294	Gene
AT5G17860	4.989964	4.599374	2.61594	1.47704	Gene
AT5G17870	237.59166	288.356873	320.487	323.046	Gene
AT5G17880	6.021295	5.862375	1.06749	0.978158	Gene
AT5G17890	6.359154	6.347654	0.815937	0.590482	Gene
AT5G17900	14.405312	11.569287	4.07461	2.92786	Gene
AT5G17910	6.608702	4.817254	5.0754	3.45564	Gene
AT5G17920	352.246033	415.40448	985.055	1034.81	Gene
AT5G17930	5.237539	5.159702	5.17316	5.7023	Gene
AT5G17950	0	0	0	0	Gene
AT5G17960	0	0	0	0	Gene
AT5G17970	0	0.015685	0	0	Gene
AT5G17980	0.5598	0.47513	1.86128	1.62338	Gene
AT5G17990	52.476925	47.658997	29.3561	19.4748	Gene
AT5G18000	0.098768	0.058147	0.0480368	0	Gene
AT5G18005	0	0	0	0	Gene
AT5G18010	0.99362	0.79394	0.248749	0	Gene
AT5G18015	0.153724	0	0	0	Gene
AT5G18020	15.979246	14.178883	5.82003	3.65676	Gene
AT5G18030	14.560798	9.570265	3.53997	0.806386	Gene
AT5G18037	0	0	0	0	Gene
AT5G18040	48.247623	19.909689	4.05596	1.22836	Gene
AT5G18050	2.90942	1.502085	0.889857	0.510816	Gene
AT5G18060	5.47632	4.598912	6.12297	12.4306	Gene
AT5G18065	1.736791	1.462445	0.342721	0.327894	Gene
AT5G18070	1.825874	1.771177	1.47831	1.92353	Gene
AT5G18080	28.522326	18.864878	1.92896	0	Gene
AT5G18085	0	0	0	0	Gene
AT5G18090	0	0.02925	0.0243855	0.186644	Gene
AT5G18100	36.601196	30.929874	19.8642	12.2249	Gene
AT5G18110	31.923862	30.546144	22.6426	19.51	Gene
AT5G18120	8.955661	7.035298	3.77813	2.92095	Gene
AT5G18130	20.464708	13.106679	3.21121	1.25488	Gene
AT5G18140	28.193838	22.093689	5.10631	3.5361	Gene
AT5G18150	37.210587	31.911077	116.391	76.9366	Gene
AT5G18160	0	0	0	0	Gene
AT5G18170	20.398138	28.694118	17.3874	9.65122	Gene
AT5G18180	0.657356	0.767616	0.13841	0	Gene
AT5G18190	20.180592	19.560713	7.40194	5.62981	Gene
AT5G18200	10.022637	9.650455	8.99375	5.59194	Gene
AT5G18202	0	0	0	0	Gene
AT5G18210	1.738941	1.342565	0.538429	0.543754	Gene
AT5G18220	0	0	0	0	Gene
AT5G18230	29.919193	29.818844	14.7371	11.2954	Gene
AT5G18240	6.69087	5.145939	1.51565	0.665327	Gene
AT5G18245	2.280238	1.866913	2.99577	1.31222	Gene
AT5G18250	15.918135	11.890109	5.21804	4.24876	Gene
AT5G18255	7.746258	6.236877	2.7744	2.20472	Gene
AT5G18260	2.690874	2.44529	0.749692	0.836801	Gene
AT5G18270	0.922245	0.601638	0.308532	0.479674	Gene
AT5G18280	11.487513	11.470415	9.30927	7.40422	Gene
AT5G18290	1.329361	0.930254	1.23597	2.11604	Gene
AT5G18300	1.325352	0.526427	0	0	Gene
AT5G18310	21.359093	24.796528	14.4766	15.937	Gene
AT5G18320	0.059056	0.160037	0.108551	0	Gene
AT5G18330	0	0	0	0.0429671	Gene
AT5G18340	1.17952	0.649486	0.537706	0.266748	Gene
AT5G18350	0.012337	0.056328	0	0.0276225	Gene
AT5G18360	1.997448	1.80341	0.489784	1.64008	Gene
AT5G18362	1.297157	0.677441	0	0.280831	Gene
AT5G18370	2.305398	1.674048	0.52071	0.441247	Gene
AT5G18380	257.474548	327.983765	313.015	456.596	Gene
AT5G18390	3.075451	2.892667	1.90885	1.72091	Gene
AT5G18400	12.810573	13.585455	17.9096	22.3364	Gene
AT5G18403	0	0	0	0	Gene
AT5G18404	3.59822	2.337875	0.756681	0	Gene
AT5G18407	0.659893	0	0	0	Gene
AT5G18410	6.551452	7.428936	8.60549	6.79571	Gene
AT5G18420	10.879951	10.826706	9.92327	10.9115	Gene
AT5G18430	0.82432	2.529188	6.38872	5.7317	Gene
AT5G18440	5.598604	5.327616	3.17892	3.38988	Gene
AT5G18450	0	0	0.0706302	0.270298	Gene
AT5G18460	8.95787	9.676113	5.10301	4.03638	Gene
AT5G18470	5.575697	8.864405	1.62542	1.17581	Gene
AT5G18475	1.279523	1.195519	1.27741	0.803606	Gene
AT5G18480	13.088654	13.418445	9.42572	7.58462	Gene
AT5G18490	8.20353	6.510161	3.34242	1.60571	Gene
AT5G18500	18.864435	24.720175	15.126	10.6576	Gene
AT5G18510	0	0	0.0133807	0.0256036	Gene
AT5G18520	26.69783	25.879549	47.9951	35.242	Gene
AT5G18525	1.977101	2.038656	0.659714	0.381639	Gene
AT5G18540	0.349176	0.925258	0.317141	0.455109	Gene
AT5G18550	4.508597	3.591389	3.20613	2.17118	Gene
AT5G18560	0	0	0	0	Gene
AT5G18570	12.214369	14.423416	6.86918	11.462	Gene
AT5G18580	21.583078	21.799372	24.5976	21.2401	Gene
AT5G18590	6.130231	7.395458	1.54201	1.38734	Gene
AT5G18600	117.176704	118.34494	99.9764	23.9374	Gene
AT5G18610	7.104223	6.756204	4.2165	2.57207	Gene
AT5G18620	5.456654	5.95085	5.01505	6.94971	Gene
AT5G18630	27.213188	35.463634	16.7185	9.41057	Gene
AT5G18633	0.072106	0.114054	0	0	Transposon
AT5G18636	0.062381	0.049931	0	0	Gene
AT5G18640	6.441617	5.597313	2.91684	1.79628	Gene
AT5G18650	25.687998	29.403126	9.84114	6.76074	Gene
AT5G18660	29.032227	41.363476	37.877	41.8406	Gene
AT5G18661	1.388352	0.486133	0	0	Gene
AT5G18670	67.348618	59.272045	63.6856	58.2542	Gene
AT5G18680	7.918415	7.276687	2.02564	2.1107	Gene
AT5G18690	3.162519	3.406572	6.18707	6.12005	Gene
AT5G18700	4.365691	4.673043	4.85477	5.94717	Gene
AT5G18710	0.058018	0.082561	0	0.0568707	Gene
AT5G18720	0	0.018683	0	0	Gene
AT5G18730	0.230043	0.41226	0.0231671	0	Gene
AT5G18740	0	0	0.0134512	0.0257385	Gene
AT5G18748	0	0	0	0	Gene
AT5G18750	0.968188	1.123853	1.14285	1.08437	Gene
AT5G18755	0	0	0	0	Gene
AT5G18760	15.984941	12.612296	6.96471	3.36791	Gene
AT5G18770	3.225365	3.369952	1.96762	2.46884	Gene
AT5G18780	5.402605	3.439801	1.33559	0.814832	Gene
AT5G18790	5.28086	8.576595	15.7545	22.6562	Gene
AT5G18800	56.403431	61.248787	30.9912	22.029	Gene
AT5G18810	0.250068	0.334522	0.259942	0.442127	Gene
AT5G18820	2.208317	3.981192	1.18881	2.27476	Gene
AT5G18830	9.86054	8.222933	7.23865	5.91044	Gene
AT5G18840	0.036827	0.126747	0.0940353	0.239912	Gene
AT5G18850	20.645607	14.273297	5.64401	3.35524	Gene
AT5G18860	3.033523	2.895247	3.28228	1.58616	Gene
AT5G18870	0	0	0	0	Gene
AT5G18880	0	0	0	0	Gene
AT5G18890	0	0	0	0	Gene
AT5G18900	12.361264	11.543436	15.183	10.0214	Gene
AT5G18910	0	0	0.0167524	0.224388	Gene
AT5G18920	3.137644	4.816263	4.71624	2.55408	Gene
AT5G18930	1.642706	1.63857	6.3188	4.64765	Gene
AT5G18940	12.216846	10.83318	8.85376	6.29286	Gene
AT5G18950	2.519069	2.820492	3.67087	2.00187	Gene
AT5G18960	6.055732	6.228628	5.57891	6.38004	Gene
AT5G18970	2.23777	1.228675	3.57614	2.12181	Gene
AT5G18980	3.85689	3.912602	0.703659	0.24653	Gene
AT5G18990	0	0	0	0	Gene
AT5G19000	17.122181	16.072729	7.31928	8.03145	Gene
AT5G19010	16.717403	18.673975	12.3515	9.28712	Gene
AT5G19015	174.381516	141.695724	0.491493	0.148493	Transposon
AT5G19020	0.710582	0.568197	0.261215	0.368295	Gene
AT5G19025	3.048864	2.399828	1.0584	1.60329	Gene
AT5G19030	12.473345	11.588127	3.83468	3.20007	Gene
AT5G19040	0.102158	0.116515	0.111327	0	Gene
AT5G19050	7.871413	8.46718	4.88407	3.98625	Gene
AT5G19060	0.175048	0.418291	1.5286	0.872351	Gene
AT5G19070	6.947781	7.6418	5.47731	4.64869	Gene
AT5G19080	2.081666	2.151442	1.20374	1.15167	Gene
AT5G19090	8.504298	11.433384	11.2633	10.6509	Gene
AT5G19095	0	0	0	0	Gene
AT5G19097	7.319325	7.382098	1.67478	1.30078	Transposon
AT5G19100	0	0	0	0	Gene
AT5G19110	0	0.106751	0.0434205	0.0830841	Gene
AT5G19120	5.609203	9.145469	16.2738	8.77676	Gene
AT5G19130	5.077648	4.395034	3.98043	3.24099	Gene
AT5G19140	278.546356	238.448212	127.37	58.3456	Gene
AT5G19150	7.637474	6.826623	4.14026	3.48958	Gene
AT5G19151	6.140735	5.70139	3.47503	1.02298	Gene
AT5G19160	0.095412	0.115491	0.524087	0.343826	Gene
AT5G19165	1.300144	1.412719	0.035856	0.0228699	Transposon
AT5G19170	0.250249	0.182605	0.164114	0.314028	Gene
AT5G19172	0	0	0	0	Gene
AT5G19175	0	0	0	0	Gene
AT5G19180	15.097851	14.708558	8.87807	8.66993	Gene
AT5G19190	50.056725	103.17659	14.9046	11.2191	Gene
AT5G19200	3.016902	3.121519	0.967303	0.584498	Gene
AT5G19210	3.830177	4.114899	4.69925	5.27111	Gene
AT5G19220	163.216949	168.828949	72.202	51.7561	Gene
AT5G19221	0.437218	0.872872	25.3053	15.5766	Gene
AT5G19230	7.137383	8.459659	2.81889	3.83044	Gene
AT5G19240	350.105896	294.471588	96.2084	90.9992	Gene
AT5G19250	119.924767	115.865044	95.7933	88.737	Gene
AT5G19257	0	0	9.07328	0	Gene
AT5G19260	5.256136	4.961626	28.9727	21.0205	Gene
AT5G19270	0	0	0	0	Gene
AT5G19280	8.495751	8.643641	2.94529	1.5416	Gene
AT5G19290	31.66457	34.765842	37.8384	34.8958	Gene
AT5G19300	3.195992	3.944619	1.21479	0.748557	Gene
AT5G19310	3.001927	2.679357	0.957058	0.78261	Gene
AT5G19315	0	0	0	0	Gene
AT5G19320	6.293512	6.384562	5.54948	6.21455	Gene
AT5G19330	17.052649	17.501732	9.01638	7.88444	Gene
AT5G19340	0	0.032988	2.0694	2.78253	Gene
AT5G19350	20.479601	21.620018	9.51873	7.90678	Gene
AT5G19360	0	0.058209	0	0	Gene
AT5G19370	47.339058	51.873299	41.7617	39.6033	Gene
AT5G19380	2.67224	2.146521	1.48154	0.52742	Gene
AT5G19390	20.516317	19.401209	7.89469	5.1221	Gene
AT5G19400	22.978008	19.752754	4.58401	2.45649	Gene
AT5G19410	0	0.039068	0.0305024	0	Gene
AT5G19420	2.163093	1.971146	0.678549	0.591345	Gene
AT5G19430	17.004585	14.649065	5.45392	2.04626	Gene
AT5G19440	19.972559	19.107979	24.8646	25.4295	Gene
AT5G19450	23.134285	18.853861	11.7943	9.62648	Gene
AT5G19460	11.558638	10.532988	4.7054	4.58742	Gene
AT5G19470	13.28769	0.721807	1.19305	0	Gene
AT5G19473	0	0	0	0	Gene
AT5G19480	10.619265	10.565194	2.22634	1.34689	Gene
AT5G19485	7.650648	8.941489	7.99109	8.21727	Gene
AT5G19490	1.452743	1.663792	0.257916	0.0822526	Gene
AT5G19500	16.287636	17.220863	4.52929	1.97919	Gene
AT5G19510	138.713348	191.64856	153.222	209.308	Gene
AT5G19520	0.018228	0	0.0986563	0.0419503	Gene
AT5G19530	9.25849	8.278192	21.5895	16.1719	Gene
AT5G19540	49.444927	46.619904	14.1433	8.86961	Gene
AT5G19550	40.737926	37.561592	35.6678	22.418	Gene
AT5G19560	0	0	0.0478999	0	Gene
AT5G19570	5.131157	4.88415	7.16423	10.483	Gene
AT5G19580	4.513962	5.747608	1.78459	0.382251	Gene
AT5G19590	157.542999	160.917618	140.39	85.5492	Gene
AT5G19600	1.243608	1.073023	0.787221	0.926971	Gene
AT5G19610	0	0	0	0.0124396	Gene
AT5G19620	11.93593	12.654261	6.34403	9.61454	Gene
AT5G19630	9.620115	8.090064	5.17508	6.1644	Gene
AT5G19640	0	0	0	0	Gene
AT5G19650	0.537573	0.373375	1.75725	0.525383	Gene
AT5G19660	5.521036	5.002854	0.755654	0.45088	Gene
AT5G19670	3.41684	2.954316	1.37603	0.775792	Gene
AT5G19680	9.955438	10.726211	5.29536	3.7796	Gene
AT5G19690	19.935961	20.005713	19.9152	18.4997	Gene
AT5G19700	0	0.014841	0	0	Gene
AT5G19710	0	0	0	0	Gene
AT5G19720	0.15604	0	0	0.313247	Gene
AT5G19729	0	0	0	0	Gene
AT5G19730	12.004185	15.492478	5.3987	4.43341	Gene
AT5G19740	3.999006	2.904773	1.8859	1.42381	Gene
AT5G19750	10.961751	16.622196	6.86591	14.0369	Gene
AT5G19760	276.682678	293.589142	96.7138	65.5248	Gene
AT5G19770	39.869171	52.308792	21.8308	21.0466	Gene
AT5G19780	18.893118	27.285801	19.8923	32.4621	Gene
AT5G19790	0.006426	0.002757	0	0	Gene
AT5G19800	0	0	0	0	Gene
AT5G19810	0.400503	0.281741	0	0	Gene
AT5G19820	21.478577	21.57262	23.684	27.3199	Gene
AT5G19830	2.848811	3.961797	1.15772	1.79616	Gene
AT5G19840	2.39974	2.473761	0.564567	0.198012	Gene
AT5G19850	56.319408	44.06863	18.7877	9.10611	Gene
AT5G19855	107.830162	101.866928	58.1537	39.5265	Gene
AT5G19860	70.633316	59.936005	21.108	15.8861	Gene
AT5G19870	0.195784	0.137956	0.61009	0.933914	Gene
AT5G19875	35.722698	14.846363	13.33	3.01345	Gene
AT5G19880	2.19907	2.095001	0	0	Gene
AT5G19890	0	0	0	0	Gene
AT5G19900	14.718975	12.799562	4.43943	3.13117	Gene
AT5G19910	5.726758	6.355975	2.2509	1.41425	Gene
AT5G19920	2.559966	1.617109	0.637413	0.920105	Gene
AT5G19930	8.445662	8.27118	4.25529	3.02856	Gene
AT5G19940	434.33548	467.893951	189.451	136.393	Gene
AT5G19950	4.70621	3.900921	2.20722	1.29697	Gene
AT5G19960	4.988835	4.677682	2.41206	1.52396	Gene
AT5G19970	5.549699	1.321322	2.20647	0.274158	Gene
AT5G19980	15.173806	14.588899	11.0015	9.30942	Gene
AT5G19990	36.080158	37.602627	20.2519	19.7352	Gene
AT5G20000	13.086768	12.154381	6.90869	8.46436	Gene
AT5G20010	153.691895	141.941696	112.175	87.194	Gene
AT5G20020	85.448853	79.782097	26.1946	23.7939	Gene
AT5G20030	0.320034	0.735873	0.437554	0.251175	Gene
AT5G20040	6.676676	7.994257	9.27795	10.1081	Gene
AT5G20045	0	0	0	0	Gene
AT5G20050	10.911036	7.333037	1.86302	1.16403	Gene
AT5G20060	15.236856	19.849022	17.3559	23.3226	Gene
AT5G20070	50.595253	46.778564	24.0518	14.961	Gene
AT5G20080	41.703735	42.499249	25.6555	26.6869	Gene
AT5G20090	72.30246	79.050591	30.0518	22.6212	Gene
AT5G20100	0	0	0.0544456	0	Gene
AT5G20110	20.765419	13.711238	1.10632	0.592735	Gene
AT5G20120	9.236962	8.43451	5.18854	3.44044	Gene
AT5G20130	48.254276	48.044678	9.2421	9.5916	Gene
AT5G20140	30.264584	33.381203	19.0533	15.031	Gene
AT5G20150	5.525509	2.427141	2.50993	2.15293	Gene
AT5G20160	45.625305	53.122963	51.2443	62.9748	Gene
AT5G20165	36.110313	30.543854	22.0034	18.9736	Gene
AT5G20170	5.639722	5.201493	3.94426	4.82612	Gene
AT5G20180	37.275928	35.147079	28.416	19.3199	Gene
AT5G20181	0	0	0	1.14734	Gene
AT5G20190	210.235474	133.077408	70.8516	46.3012	Gene
AT5G20200	9.189549	8.650482	3.8616	4.01715	Gene
AT5G20220	30.024282	29.571009	2.83355	2.44073	Gene
AT5G20225	0.9785	0.728359	1.79786	0.753671	Gene
AT5G20230	44.180878	65.423401	10.6532	15.2384	Gene
AT5G20240	0	0	0.0285593	0.929009	Gene
AT5G20250	4.748075	7.078475	2.72815	3.27468	Gene
AT5G20260	0	0	0	0.0830841	Gene
AT5G20270	20.815952	25.96851	13.7295	9.46739	Gene
AT5G20280	56.717354	41.455231	20.7391	11.7195	Gene
AT5G20290	296.124695	446.968475	184.335	223.332	Gene
AT5G20300	10.172591	9.462369	4.20264	3.57647	Gene
AT5G20310	0	0	0	0	Gene
AT5G20320	3.231645	2.454146	1.97819	2.02236	Gene
AT5G20330	0	0	0	0	Gene
AT5G20340	0	0	0	0	Gene
AT5G20350	26.204189	23.522938	16.5002	10.144	Gene
AT5G20360	10.587201	8.863035	4.70207	2.61666	Gene
AT5G20370	0	0	0.0780968	0	Gene
AT5G20380	51.724739	38.662766	4.69152	2.44559	Gene
AT5G20390	0	0	0	0	Gene
AT5G20400	6.017969	2.710948	0.221586	0.0942219	Gene
AT5G20410	2.957268	3.125017	0.511572	0.21413	Gene
AT5G20420	0.058913	0.069043	0.178769	0.289444	Gene
AT5G20430	0	0	0	0.290332	Gene
AT5G20440	0	0	0	0	Gene
AT5G20447	0	0	0	0	Gene
AT5G20450	1.660485	1.766783	0.401546	0.223989	Gene
AT5G20460	0	0	4.14706	0	Gene
AT5G20470	0	0	0	0	Gene
AT5G20480	2.081966	2.322413	0.793713	1.04903	Gene
AT5G20490	21.893393	19.837942	7.08348	4.66599	Gene
AT5G20500	53.980694	65.318916	52.8535	46.6603	Gene
AT5G20510	3.715829	3.100246	2.20535	2.25853	Gene
AT5G20520	16.967207	16.969881	4.95472	2.58565	Gene
AT5G20540	3.20655	2.99201	2.91345	3.08081	Gene
AT5G20550	0	0	0.024526	0	Gene
AT5G20560	0	0	0	0	Gene
AT5G20570	36.076698	41.447758	44.4127	38.8094	Gene
AT5G20580	9.813574	8.649604	5.60848	3.92426	Gene
AT5G20590	10.168986	10.227637	1.47671	1.91516	Gene
AT5G20600	6.306421	6.652881	10.0734	11.512	Gene
AT5G20610	6.70718	5.027431	3.63487	2.65935	Gene
AT5G20620	38.904709	33.017883	21.9488	12.4594	Gene
AT5G20630	6.342939	52.233791	353.83	708.955	Gene
AT5G20635	0.759323	0.971246	0.433802	1.00794	Gene
AT5G20640	0.080082	0.415272	0.0684523	0.0654908	Gene
AT5G20650	52.600281	49.379906	74.5655	60.8245	Gene
AT5G20660	9.620325	10.360527	5.26125	3.14602	Gene
AT5G20670	13.656377	10.242946	3.1061	3.84576	Gene
AT5G20680	7.491507	6.846613	1.79672	1.27277	Gene
AT5G20690	0	0	0	0.0274603	Gene
AT5G20700	908.05481	608.128601	63.6238	17.5954	Gene
AT5G20710	0.01677	0	0.060094	0	Gene
AT5G20720	370.472198	521.316711	206.366	278.664	Gene
AT5G20730	9.006941	7.124554	3.41974	2.29264	Gene
AT5G20736	0	0	0	0	Gene
AT5G20740	3.673229	4.747129	11.1461	16.9412	Gene
AT5G20750	0.86816	2.012926	0.300466	0.44511	Transposon
AT5G20760	0	0	0	0	Transposon
AT5G20770	0.058309	0	0.10317	0	Transposon
AT5G20780	1.030355	1.148087	0.220416	0.165037	Transposon
AT5G20790	1.227315	1.148073	0.512476	2.12466	Gene
AT5G20800	0	0	0.337413	0.0717369	Transposon
AT5G20810	0.175729	0.361881	0.254687	0	Gene
AT5G20820	0.39145	0.739149	1.77886	2.30581	Gene
AT5G20830	19.083046	11.189819	21.259	5.92844	Gene
AT5G20840	17.507742	15.047993	5.63165	4.13057	Gene
AT5G20850	1.721128	1.201497	1.12329	2.3285	Gene
AT5G20852	0	0	577.801	1557.9	Gene
AT5G20854	0	0	0	0	Gene
AT5G20856	0	0	0	0	Gene
AT5G20858	0	0	0	0	Gene
AT5G20860	0	0	0.0954072	0.182559	Gene
AT5G20870	0.230875	0.413866	0.475163	0.0699394	Gene
AT5G20880	1.682069	2.245183	2.90765	0.900792	Transposon
AT5G20885	11.941978	10.340914	21.5849	12.0214	Gene
AT5G20890	24.585829	32.981232	27.5064	33.9297	Gene
AT5G20900	76.55838	64.899635	29.6811	18.1541	Gene
AT5G20910	9.357775	9.46846	5.88806	4.79432	Gene
AT5G20920	46.442112	43.52697	63.1026	85.5893	Gene
AT5G20930	4.366656	4.266404	2.13903	2.11776	Gene
AT5G20935	55.657284	42.471085	24.1539	17.4699	Gene
AT5G20940	0.120054	0.080109	0.231229	0.104106	Gene
AT5G20950	11.285284	13.434019	18.4468	14.204	Gene
AT5G20960	1.537758	1.22245	1.04535	0.53185	Gene
AT5G20970	1.767971	1.419236	2.57929	1.21999	Gene
AT5G20980	2.905112	2.904003	3.51304	4.04962	Gene
AT5G20990	17.999159	17.685385	8.44286	6.44393	Gene
AT5G21005	0	0	0	0	Gene
AT5G21010	7.050569	7.214669	7.11637	6.24697	Gene
AT5G21020	390.208862	255.094025	2.81264	0.978531	Gene
AT5G21030	0	0	0	0.10385	Gene
AT5G21040	14.509723	13.082602	6.01563	4.18573	Gene
AT5G21050	0	0	0.0588977	0.225398	Gene
AT5G21060	23.51284	28.216576	16.3532	15.1656	Gene
AT5G21070	10.242516	7.97936	5.05234	4.13584	Gene
AT5G21080	0	0	0.00808159	0	Gene
AT5G21090	197.057709	213.222427	200.008	127.367	Gene
AT5G21100	47.38179	37.79174	28.3335	17.0376	Gene
AT5G21105	6.437546	4.731142	10.3811	5.40139	Gene
AT5G21110	0	0	0	0	Gene
AT5G21120	0.026781	0	0	0	Gene
AT5G21125	0	0	0.708751	0	Gene
AT5G21130	0	0	0	0	Gene
AT5G21140	1.198585	2.098686	1.36933	1.43687	Gene
AT5G21150	0	0	0.0543767	0.104048	Gene
AT5G21160	8.212236	10.109707	21.3719	23.0167	Gene
AT5G21170	10.721716	13.716252	4.0073	2.57126	Gene
AT5G21222	20.661102	21.489721	3.39004	1.80864	Gene
AT5G21274	71.047951	60.600399	38.3468	36.4251	Gene
AT5G21280	0.804923	0.422001	0.183871	0.150785	Gene
AT5G21326	45.88892	42.981159	27.6918	20.368	Gene
AT5G21378	0	0	0	0	Gene
AT5G21430	110.885033	106.583389	44.8681	24.9547	Gene
AT5G21482	19.122116	13.049964	13.1761	11.0933	Gene
AT5G21535	0	0	0.303461	0	Transposon
AT5G21900	2.483182	2.265677	1.35533	1.02529	Gene
AT5G21910	0.826268	1.258787	0.345486	0	Gene
AT5G21920	75.981796	88.765144	149.359	187.492	Gene
AT5G21930	32.733231	34.325176	12.7504	9.49102	Gene
AT5G21940	35.700367	31.94944	19.4287	19.7356	Gene
AT5G21950	2.496717	1.840477	1.90817	1.54278	Gene
AT5G21960	2.282139	5.944825	1.26807	5.31188	Gene
AT5G21970	4.082233	3.322213	0.625756	0.547368	Gene
AT5G21990	14.73259	13.435911	13.7481	12.6989	Gene
AT5G22000	44.308002	41.035686	6.66654	3.29302	Gene
AT5G22010	5.243808	5.798912	3.35366	3.94655	Gene
AT5G22020	16.817221	14.727504	9.52836	6.15534	Gene
AT5G22030	6.282899	5.85465	2.15585	1.93732	Gene
AT5G22040	5.25421	7.833183	2.79396	3.12807	Gene
AT5G22044	0	0	0.187498	0	Gene
AT5G22050	16.833088	14.894884	15.2426	12.7878	Gene
AT5G22060	61.361809	59.159832	26.785	34.5623	Gene
AT5G22070	11.782477	12.934253	7.34648	4.12425	Gene
AT5G22080	31.636106	28.025015	7.16482	7.26149	Gene
AT5G22090	52.972889	37.337952	79.2006	32.4116	Gene
AT5G22100	5.511687	4.724982	6.59147	6.6339	Gene
AT5G22110	1.295047	1.335293	0.880364	1.50723	Gene
AT5G22120	13.526829	12.714605	5.76708	4.16273	Gene
AT5G22130	1.528109	1.988407	1.08066	0.861579	Gene
AT5G22140	1.097972	0.483653	1.90524	1.76085	Gene
AT5G22150	0	0	0	0	Gene
AT5G22160	0	0	0	0	Gene
AT5G22170	0	0	0	0	Gene
AT5G22180	0	0	0	0	Gene
AT5G22190	0	0	0	0	Gene
AT5G22200	0	0	0.23644	0	Gene
AT5G22210	54.577789	48.751888	26.8423	14.0934	Gene
AT5G22220	1.849185	1.826939	1.58385	1.5285	Gene
AT5G22240	0.234098	0.062181	0.52382	0.501158	Gene
AT5G22250	22.078821	15.711139	16.6712	4.85738	Gene
AT5G22260	0	0	0	0.0245115	Gene
AT5G22270	28.084896	15.572386	2.41007	1.098	Gene
AT5G22280	19.147228	21.869884	15.038	10.2948	Gene
AT5G22290	16.809212	11.531268	4.00907	0.986946	Gene
AT5G22300	30.845665	38.788822	6.3622	4.13676	Gene
AT5G22310	1.002917	1.007732	1.66598	0.41945	Gene
AT5G22315	0	0	0	0	Gene
AT5G22320	7.596958	7.115154	6.4563	6.86332	Gene
AT5G22330	9.300761	8.971579	8.68278	9.1059	Gene
AT5G22340	32.274315	45.158867	19.5101	19.4727	Gene
AT5G22350	13.749806	12.648054	4.8276	2.63505	Gene
AT5G22355	0	0	0	0	Gene
AT5G22360	24.693823	20.449009	10.9269	7.75714	Gene
AT5G22370	6.915597	7.127334	5.7452	3.69718	Gene
AT5G22380	7.347483	5.335319	0.213366	0.0680452	Gene
AT5G22390	83.755051	55.293793	13.8469	7.27846	Gene
AT5G22400	4.528731	5.910922	2.62048	2.5511	Gene
AT5G22410	0	0	0	0	Gene
AT5G22420	0	0	0.0248121	0	Gene
AT5G22430	0	0.098681	0.594599	0.936971	Gene
AT5G22440	28.477158	46.851845	48.0781	60.8392	Gene
